term,estimate,std.error,mcmc.error,p.value,theta_s,simCoef,meanDegree,sim_parameter,edges_constrained,fixed_decay
gwdegree,0.4736498601382513,0.3453341711505345,0.0,0.17025963230497285,0.1,-0.5,1.0,twopath,TRUE,TRUE
gwdegree,0.4894352107721699,0.3594355254556906,0.0,0.17336171726751456,0.16311729092278385,-0.5,1.0,twopath,TRUE,TRUE
gwdegree,0.5273350198205069,0.3790832324523031,0.0,0.16426376919354416,0.26607250597988097,-0.5,1.0,twopath,TRUE,TRUE
gwdegree,0.5820564651065354,0.4233297185760435,0.0,0.16920972431037815,0.43401026364474377,-0.5,1.0,twopath,TRUE,TRUE
gwdegree,0.694028878070594,0.5097432226872742,0.0,0.17340936125325893,0.7079457843841379,-0.5,1.0,twopath,TRUE,TRUE
gwdegree,0.9654660704385711,0.7254185312706432,0.0,0.18328025808238366,1.1547819846894583,-0.5,1.0,twopath,TRUE,TRUE
gwdegree,1.785430852207729,1.369194207059803,0.0,0.19229382913464205,1.8836490894898001,-0.5,1.0,twopath,TRUE,TRUE
gwdegree,5.401672623984543,4.256990174350711,0.0,0.2045382683890925,3.072557365267447,-0.5,1.0,twopath,TRUE,TRUE
gwdegree,36.2402905403255,28.62518574716549,0.0,0.20556260007610846,5.011872336272722,-0.5,1.0,twopath,TRUE,TRUE
gwdegree,0.25033508593140635,0.3416853898410543,0.0,0.4638079004680826,0.1,-0.16666666666666669,1.0,twopath,TRUE,TRUE
gwdegree,0.2613132338191103,0.3517738762063074,0.0,0.4576111836069202,0.16311729092278385,-0.16666666666666669,1.0,twopath,TRUE,TRUE
gwdegree,0.28733911880522955,0.37495804820812684,0.0,0.44352045988253463,0.26607250597988097,-0.16666666666666669,1.0,twopath,TRUE,TRUE
gwdegree,0.33054875437787046,0.4104148760405806,0.0,0.4206267229133588,0.43401026364474377,-0.16666666666666669,1.0,twopath,TRUE,TRUE
gwdegree,0.420277350083103,0.48657438323771224,0.0,0.3877685367082654,0.7079457843841379,-0.16666666666666669,1.0,twopath,TRUE,TRUE
gwdegree,0.6148728117174943,0.6838238259012737,0.0,0.36860668702313093,1.1547819846894583,-0.16666666666666669,1.0,twopath,TRUE,TRUE
gwdegree,1.2166583011713044,1.2836094449962463,0.0,0.3432564287870673,1.8836490894898001,-0.16666666666666669,1.0,twopath,TRUE,TRUE
gwdegree,3.851283522423938,3.939008203334115,0.0,0.3282560426741038,3.072557365267447,-0.16666666666666669,1.0,twopath,TRUE,TRUE
gwdegree,26.24411831986264,26.84105324646612,0.0,0.3282406440361384,5.011872336272722,-0.16666666666666669,1.0,twopath,TRUE,TRUE
gwdegree,-0.5237735769750127,0.33354921728954745,0.0,0.11640839675086267,0.1,0.16666666666666663,1.0,twopath,TRUE,TRUE
gwdegree,-0.5355197089496533,0.33465905782008853,0.0,0.109619187835963,0.16311729092278385,0.16666666666666663,1.0,twopath,TRUE,TRUE
gwdegree,-0.5639560490008297,0.3444685661447672,0.0,0.10165704812396477,0.26607250597988097,0.16666666666666663,1.0,twopath,TRUE,TRUE
gwdegree,-0.6084440268580847,0.370488942263795,0.0,0.10059695015471444,0.43401026364474377,0.16666666666666663,1.0,twopath,TRUE,TRUE
gwdegree,-0.6886639229829208,0.41131090109821644,0.0,0.09413193652364146,0.7079457843841379,0.16666666666666663,1.0,twopath,TRUE,TRUE
gwdegree,-0.8854020060065784,0.5300918163989,0.0,0.09492712169741349,1.1547819846894583,0.16666666666666663,1.0,twopath,TRUE,TRUE
