term,estimate,std.error,mcmc.error,p.value,theta_s,simCoef,meanDegree,sim_parameter,edges_constrained,fixed_decay
gwdegree,0.043859376371961634,0.1024886442745177,0.0,0.668710690914911,0.1,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree.decay,-1.0603096313452394,0.30975055001221785,1.0,6.24117835567993e-4,0.1,-0.5,1.0,gwd1.0,FALSE,FALSE
edges,-4.598019846485734,0.1465562818979118,0.0,3.2403538578236787e-197,0.1,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree,0.10135877538107585,0.19982050923182432,0.0,0.6120026516999444,0.16311729092278385,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree.decay,-0.7729485393071981,1.0045925840090222,0.0,0.4416837587196578,0.16311729092278385,-0.5,1.0,gwd1.0,FALSE,FALSE
edges,-4.610196372012453,0.16032047958739323,0.0,2.716147264392286e-168,0.16311729092278385,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree,0.11474907333579198,0.21132251234654367,0.0,0.5871511737045648,0.26607250597988097,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree.decay,-0.7231324248595127,1.0356877711586772,0.0,0.4850757533884079,0.26607250597988097,-0.5,1.0,gwd1.0,FALSE,FALSE
edges,-4.615415280671369,0.1676092278421112,0.0,1.983013244436706e-155,0.26607250597988097,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree,-0.0857294014469261,0.8564014466242459,0.0,0.9202656389894691,0.43401026364474377,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree.decay,0.8028042056426085,15.040792307817226,0.0,0.9574351775922327,0.43401026364474377,-0.5,1.0,gwd1.0,FALSE,FALSE
edges,-4.476249252049776,0.6296797354308348,0.0,1.3376484625096561e-12,0.43401026364474377,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree,-0.07817373708686332,0.8020426071501413,0.0,0.9223584482277399,0.7079457843841379,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree.decay,0.6900842317763101,36.94955671619236,0.0,0.9851000183498387,0.7079457843841379,-0.5,1.0,gwd1.0,FALSE,FALSE
edges,-4.491550014326212,1.4267568792142082,0.0,0.0016532219091110073,0.7079457843841379,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree,-0.1330906108969856,1.1057209655468245,0.0,0.904198540604771,1.1547819846894583,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree.decay,1.1539618738544968,3.042345254607499,0.0,0.7044813014741264,1.1547819846894583,-0.5,1.0,gwd1.0,FALSE,FALSE
edges,-4.391594289621306,1.2787287686664948,0.0,5.988691966667739e-4,1.1547819846894583,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree,-0.40199742143608214,1.915191362081607,0.0,0.8337548734108998,1.8836490894898001,-0.5,1.0,gwd1.0,FALSE,FALSE
gwdegree.decay,1.8836490894898001,0.2909726763463112,0.0,1.0494196528286404e-10,1.8836490894898001,-0.5,1.0,gwd1.0,FALSE,FALSE
